pub_date	title	venue	excerpt	citation	url_slug	paper_url	slides_url	setup	collection	category	permalink
2023-05-01	Conformal Prediction Sets for Graph Neural Networks	'ICML'	We show that conformal prediction is applicable (valid) to graph node classification, and we further show that diffusion of conformity scores results in smaller (more efficient) prediction sets.	"<i>Zargarbashi, Soroush H., Simone Antonelli, and Aleksandar Bojchevski. ""Conformal prediction sets for graph neural networks."" International Conference on Machine Learning. PMLR, 2023.</i>"	2023-05-01-daps	https://proceedings.mlr.press/v202/h-zargarbashi23a.html		primary	publications	conferences	/publication/2023-05-01-daps
